week;kvregion;region;specialization;gender;age_group;insurancecode;insurancetype;absolute;extrapolated
2024-50;Berlin;Region Ost;03;f;60-199;375;GKV;2;101
2024-50;Berlin;Region Ost;03;f;60-199;375;PKV;3;151
2024-50;Berlin;Region Ost;03;f;60-199;377;PKV;2;101
2024-50;Berlin;Region Ost;03;f;60-199;89111;GKV;9;453
2024-50;Berlin;Region Ost;03;f;60-199;89111;GKV;66;3320
2024-50;Berlin;Region Ost;03;m;0-29;89112;GKV;1;50
2024-50;Berlin;Region Ost;03;m;0-29;89112;GKV;1;50
2024-50;Berlin;Region Ost;03;m;30-59;3558;PKV;1;50
2024-50;Berlin;Region Ost;03;m;30-59;375;PKV;1;50
2024-50;Berlin;Region Ost;03;m;30-59;89111;GKV;1;50
2024-50;Berlin;Region Ost;03;m;30-59;89111;GKV;4;201
2024-50;Berlin;Region Ost;03;m;30-59;89112;GKV;3;151
2024-50;Berlin;Region Ost;03;m;30-59;89112;GKV;8;402
2024-50;Berlin;Region Ost;03;m;30-59;89112Y;GKV;3;151
2024-50;Berlin;Region Ost;03;m;60-199;375;PKV;8;402
2024-50;Berlin;Region Ost;03;m;60-199;375;PKV;1;50
2024-50;Berlin;Region Ost;03;m;60-199;377;PKV;3;151
2024-50;Berlin;Region Ost;03;m;60-199;89111;GKV;7;352
2024-50;Berlin;Region Ost;03;m;60-199;89111;GKV;47;2364
2024-50;Berlin;Region Ost;03;m;60-199;89112;GKV;1;50
2024-50;Brandenburg;Region Ost;01;f;30-59;89112;GKV;1;5
2024-50;Brandenburg;Region Ost;01;f;30-59;89112;GKV;15;79
2024-50;Brandenburg;Region Ost;01;f;30-59;89112Y;GKV;1;5
2024-50;Brandenburg;Region Ost;01;f;60-199;375;PKV;6;32
2024-50;Brandenburg;Region Ost;01;f;60-199;375;PKV;1;5
2024-50;Brandenburg;Region Ost;01;f;60-199;375;PKV;1;5
2024-50;Brandenburg;Region Ost;01;f;60-199;89111;GKV;1;5
2024-50;Brandenburg;Region Ost;01;f;60-199;89111;GKV;46;242
2024-50;Brandenburg;Region Ost;01;f;60-199;89112;GKV;1;5
2024-50;Brandenburg;Region Ost;01;m;0-29;89112;GKV;4;21
2024-50;Brandenburg;Region Ost;01;m;30-59;1;PKV;1;5
2024-50;Brandenburg;Region Ost;01;m;30-59;375;PKV;2;10
2024-50;Brandenburg;Region Ost;01;m;30-59;89111;GKV;1;5
2024-50;Brandenburg;Region Ost;01;m;30-59;89112;GKV;18;94
2024-50;Brandenburg;Region Ost;01;m;60-199;1;PKV;1;5
2024-50;Brandenburg;Region Ost;01;m;60-199;375;PKV;3;16
2024-50;Brandenburg;Region Ost;01;m;60-199;375;PKV;1;5
2024-50;Brandenburg;Region Ost;01;m;60-199;89111;GKV;55;289
2024-50;Brandenburg;Region Ost;03;f;0-29;375;PKV;1;99
2024-50;Brandenburg;Region Ost;03;f;0-29;89112;GKV;3;297
2024-50;Brandenburg;Region Ost;03;f;30-59;89112;GKV;6;595
2024-50;Brandenburg;Region Ost;03;f;60-199;89111;GKV;1;99
2024-50;Brandenburg;Region Ost;03;f;60-199;89111;GKV;34;3371
2024-50;Brandenburg;Region Ost;03;m;0-29;89112;GKV;2;198
2024-50;Brandenburg;Region Ost;03;m;30-59;89111;GKV;1;99
2024-50;Brandenburg;Region Ost;03;m;30-59;89112;GKV;9;892
2024-50;Brandenburg;Region Ost;03;m;60-199;89111;GKV;4;397
2024-50;Brandenburg;Region Ost;03;m;60-199;89111;GKV;25;2479
2024-50;Bremen;Region Nord;01;f;0-29;89112;GKV;3;104
2024-50;Bremen;Region Nord;01;f;30-59;2;PKV;1;35
2024-50;Bremen;Region Nord;01;f;30-59;89112;GKV;7;243
2024-50;Bremen;Region Nord;01;f;60-199;89111;GKV;3;104
2024-50;Bremen;Region Nord;01;f;60-199;89111;GKV;15;521
2024-50;Bremen;Region Nord;01;m;0-29;89112;GKV;4;139
2024-50;Bremen;Region Nord;01;m;30-59;89112;GKV;1;35
2024-50;Bremen;Region Nord;01;m;60-199;375;PKV;2;70
2024-50;Bremen;Region Nord;01;m;60-199;377;PKV;1;35
2024-50;Bremen;Region Nord;01;m;60-199;89111;GKV;2;70
2024-50;Bremen;Region Nord;01;m;60-199;89111;GKV;15;521
2024-50;Bremen;Region Nord;02;f;30-59;89112;GKV;5;8
2024-50;Bremen;Region Nord;02;f;60-199;375;PKV;1;2
2024-50;Bremen;Region Nord;02;f;60-199;89111;GKV;1;2
2024-50;Bremen;Region Nord;02;f;60-199;89111;GKV;5;8
2024-50;Bremen;Region Nord;02;m;30-59;89112;GKV;5;8
2024-50;Bremen;Region Nord;02;m;60-199;89111;GKV;1;2
2024-50;Bremen;Region Nord;02;m;60-199;89111;GKV;4;6
2024-50;Bremen;Region Nord;03;f;0-29;89112;GKV;1;30
2024-50;Bremen;Region Nord;03;f;30-59;89112;GKV;3;88
2024-50;Bremen;Region Nord;03;f;30-59;89112;GKV;1;30
2024-50;Bremen;Region Nord;03;f;60-199;375;PKV;2;59
2024-50;Bremen;Region Nord;03;f;60-199;89111;GKV;16;472
2024-50;Bremen;Region Nord;03;f;60-199;89111;GKV;8;236
2024-50;Bremen;Region Nord;03;f;60-199;89112;GKV;2;59
2024-50;Bremen;Region Nord;03;m;30-59;89112;GKV;4;118
2024-50;Bremen;Region Nord;03;m;30-59;89112;GKV;2;59
2024-50;Bremen;Region Nord;03;m;60-199;375;PKV;1;30
2024-50;Bremen;Region Nord;03;m;60-199;89111;GKV;10;295
2024-50;Bremen;Region Nord;03;m;60-199;89111;GKV;10;295
2024-50;Bremen;Region Nord;03;m;60-199;89112;GKV;1;30
2024-50;Hamburg;Region Nord;01;f;0-29;89112;GKV;1;32
2024-50;Hamburg;Region Nord;01;f;0-29;89112;GKV;2;64
2024-50;Hamburg;Region Nord;01;f;30-59;377;PKV;1;32
2024-50;Hamburg;Region Nord;01;f;30-59;89112;GKV;2;64
2024-50;Hamburg;Region Nord;01;f;30-59;89112;GKV;10;318
2024-50;Hamburg;Region Nord;01;f;60-199;1;PKV;1;32
2024-50;Hamburg;Region Nord;01;f;60-199;2;PKV;1;32
2024-50;Hamburg;Region Nord;01;f;60-199;375;PKV;4;127
2024-50;Hamburg;Region Nord;01;f;60-199;7;PKV;1;32
2024-50;Hamburg;Region Nord;01;f;60-199;89111;GKV;10;318
2024-50;Hamburg;Region Nord;01;f;60-199;89111;GKV;30;955
2024-50;Hamburg;Region Nord;01;f;60-199;89112;GKV;1;32
2024-50;Hamburg;Region Nord;01;f;60-199;89112;GKV;1;32
2024-50;Hamburg;Region Nord;01;m;30-59;375;PKV;1;32
2024-50;Hamburg;Region Nord;01;m;30-59;89112;GKV;2;64
2024-50;Hamburg;Region Nord;01;m;30-59;89112;GKV;9;287
2024-50;Hamburg;Region Nord;01;m;60-199;375;PKV;4;127
2024-50;Hamburg;Region Nord;01;m;60-199;375;PKV;1;32
2024-50;Hamburg;Region Nord;01;m;60-199;602;PKV;1;32
2024-50;Hamburg;Region Nord;01;m;60-199;89111;GKV;12;382
2024-50;Hamburg;Region Nord;01;m;60-199;89111;GKV;29;924
2024-50;Hamburg;Region Nord;01;m;60-199;89112;GKV;1;32
2024-50;Hamburg;Region Nord;02;f;30-59;89112;GKV;1;57
2024-50;Hamburg;Region Nord;02;m;30-59;89112;GKV;1;57
2024-50;Hamburg;Region Nord;02;m;60-199;89111;GKV;1;57
2024-50;Hamburg;Region Nord;03;f;30-59;89111;GKV;1;53
2024-50;Hamburg;Region Nord;03;f;30-59;89112;GKV;3;159
2024-50;Hamburg;Region Nord;03;f;60-199;3620;PKV;1;53
2024-50;Hamburg;Region Nord;03;f;60-199;375;PKV;5;266
2024-50;Hamburg;Region Nord;03;f;60-199;375;PKV;1;53
2024-50;Hamburg;Region Nord;03;f;60-199;375;PKV;1;53
2024-50;Hamburg;Region Nord;03;f;60-199;377;PKV;1;53
2024-50;Hamburg;Region Nord;03;f;60-199;5;PKV;1;53
2024-50;Hamburg;Region Nord;03;f;60-199;5;PKV;1;53
2024-50;Hamburg;Region Nord;03;f;60-199;89111;GKV;9;478
2024-50;Hamburg;Region Nord;03;f;60-199;89111;GKV;12;638
2024-50;Hamburg;Region Nord;03;m;30-59;375;PKV;3;159
2024-50;Hamburg;Region Nord;03;m;30-59;375;PKV;1;53
2024-50;Hamburg;Region Nord;03;m;30-59;89111;GKV;1;53
2024-50;Hamburg;Region Nord;03;m;30-59;89112;GKV;1;53
2024-50;Hamburg;Region Nord;03;m;30-59;89112;GKV;3;159
2024-50;Hamburg;Region Nord;03;m;60-199;3;PKV;1;53
2024-50;Hamburg;Region Nord;03;m;60-199;375;PKV;3;159
2024-50;Hamburg;Region Nord;03;m;60-199;377;PKV;1;53
2024-50;Hamburg;Region Nord;03;m;60-199;89111;GKV;7;372
2024-50;Hamburg;Region Nord;03;m;60-199;89111;GKV;9;478
2024-50;Hessen;Region West;01;f;0-29;377;PKV;1;41
2024-50;Hessen;Region West;01;f;0-29;89112;GKV;2;81
2024-50;Hessen;Region West;01;f;0-29;89112;GKV;3;122
2024-50;Hessen;Region West;01;f;30-59;250;PKV;1;41
2024-50;Hessen;Region West;01;f;30-59;375;GKV;1;41
2024-50;Hessen;Region West;01;f;30-59;375;PKV;1;41
2024-50;Hessen;Region West;01;f;30-59;375;PKV;1;41
2024-50;Hessen;Region West;01;f;30-59;89111;GKV;1;41
2024-50;Hessen;Region West;01;f;30-59;89111;GKV;1;41
2024-50;Hessen;Region West;01;f;30-59;89112;GKV;2;81
2024-50;Hessen;Region West;01;f;30-59;89112;GKV;38;1540
2024-50;Hessen;Region West;01;f;30-59;89112Y;GKV;1;41
2024-50;Hessen;Region West;01;f;60-199;2;PKV;2;81
2024-50;Hessen;Region West;01;f;60-199;375;PKV;3;122
2024-50;Hessen;Region West;01;f;60-199;375;PKV;1;41
2024-50;Hessen;Region West;01;f;60-199;377;PKV;1;41
2024-50;Hessen;Region West;01;f;60-199;5;PKV;1;41
2024-50;Hessen;Region West;01;f;60-199;89111;GKV;22;891
2024-50;Hessen;Region West;01;f;60-199;89111;GKV;113;4578
2024-50;Hessen;Region West;01;f;60-199;89112;GKV;1;41
2024-50;Hessen;Region West;01;f;60-199;89112;GKV;1;41
2024-50;Hessen;Region West;01;m;0-29;89112;GKV;3;122
2024-50;Hessen;Region West;01;m;0-29;89112;GKV;6;243
2024-50;Hessen;Region West;01;m;30-59;375;PKV;3;122
2024-50;Hessen;Region West;01;m;30-59;89112;GKV;3;122
2024-50;Hessen;Region West;01;m;30-59;89112;GKV;38;1540
2024-50;Hessen;Region West;01;m;30-59;89112;GKV;1;41
2024-50;Hessen;Region West;01;m;60-199;2;PKV;1;41
2024-50;Hessen;Region West;01;m;60-199;250;PKV;1;41
2024-50;Hessen;Region West;01;m;60-199;3;PKV;1;41
2024-50;Hessen;Region West;01;m;60-199;375;PKV;10;405
2024-50;Hessen;Region West;01;m;60-199;375;PKV;1;41
2024-50;Hessen;Region West;01;m;60-199;377;PKV;1;41
2024-50;Hessen;Region West;01;m;60-199;89111;GKV;16;648
2024-50;Hessen;Region West;01;m;60-199;89111;GKV;91;3687
2024-50;Hessen;Region West;01;m;60-199;89112;GKV;1;41
2024-50;Hessen;Region West;01;m;60-199;89112;GKV;1;41
2024-50;Hessen;Region West;01;u;60-199;89111;GKV;1;41
2024-50;Hessen;Region West;02;f;0-29;89112;GKV;1;0
2024-50;Hessen;Region West;02;f;30-59;03220;GKV;1;0
2024-50;Hessen;Region West;02;f;30-59;89112;GKV;1;0
2024-50;Hessen;Region West;02;f;60-199;89111;GKV;5;0
2024-50;Hessen;Region West;02;f;60-199;89112;GKV;1;0
2024-50;Hessen;Region West;02;m;0-29;89112;GKV;1;0
2024-50;Hessen;Region West;02;m;30-59;89111;GKV;1;0
2024-50;Hessen;Region West;02;m;30-59;89112;GKV;4;0
2024-50;Hessen;Region West;02;m;60-199;89111;GKV;3;0
2024-50;Hessen;Region West;03;f;0-29;89112;GKV;1;51
2024-50;Hessen;Region West;03;f;30-59;2;PKV;1;51
2024-50;Hessen;Region West;03;f;30-59;375;PKV;2;102
2024-50;Hessen;Region West;03;f;30-59;375;PKV;1;51
2024-50;Hessen;Region West;03;f;30-59;404;PKV;1;51
2024-50;Hessen;Region West;03;f;30-59;8010;PKV;1;51
2024-50;Hessen;Region West;03;f;30-59;89112;GKV;5;254
2024-50;Hessen;Region West;03;f;30-59;89112;GKV;17;864
2024-50;Hessen;Region West;03;f;30-59;89112Y;GKV;1;51
2024-50;Hessen;Region West;03;f;60-199;1;PKV;1;51
2024-50;Hessen;Region West;03;f;60-199;2;PKV;2;102
2024-50;Hessen;Region West;03;f;60-199;375;PKV;1;51
2024-50;Hessen;Region West;03;f;60-199;377;PKV;1;51
2024-50;Hessen;Region West;03;f;60-199;89111;GKV;36;1829
2024-50;Hessen;Region West;03;f;60-199;89111;GKV;66;3354
2024-50;Hessen;Region West;03;f;60-199;89112;GKV;1;51
2024-50;Hessen;Region West;03;m;0-29;89112;GKV;1;51
2024-50;Hessen;Region West;03;m;0-29;89112;GKV;2;102
2024-50;Hessen;Region West;03;m;30-59;375;PKV;2;102
2024-50;Hessen;Region West;03;m;30-59;375;PKV;1;51
2024-50;Hessen;Region West;03;m;30-59;375;PKV;1;51
2024-50;Hessen;Region West;03;m;30-59;89111;GKV;1;51
2024-50;Hessen;Region West;03;m;30-59;89112;GKV;8;407
2024-50;Hessen;Region West;03;m;30-59;89112;GKV;10;508
2024-50;Hessen;Region West;03;m;60-199;1;PKV;2;102
2024-50;Hessen;Region West;03;m;60-199;1;PKV;2;102
2024-50;Hessen;Region West;03;m;60-199;2;PKV;1;51
2024-50;Hessen;Region West;03;m;60-199;250;PKV;1;51
2024-50;Hessen;Region West;03;m;60-199;375;PKV;5;254
2024-50;Hessen;Region West;03;m;60-199;375;PKV;2;102
2024-50;Hessen;Region West;03;m;60-199;375;PKV;1;51
2024-50;Hessen;Region West;03;m;60-199;89111;GKV;26;1321
2024-50;Hessen;Region West;03;m;60-199;89111;GKV;49;2490
2024-50;Mecklenburg-Vorpommern;Region Ost;01;f;30-59;375;PKV;1;49
2024-50;Mecklenburg-Vorpommern;Region Ost;01;f;30-59;89111;GKV;1;49
2024-50;Mecklenburg-Vorpommern;Region Ost;01;f;30-59;89112;GKV;4;194
2024-50;Mecklenburg-Vorpommern;Region Ost;01;f;30-59;89112;GKV;8;388
2024-50;Mecklenburg-Vorpommern;Region Ost;01;f;60-199;375;PKV;1;49
2024-50;Mecklenburg-Vorpommern;Region Ost;01;f;60-199;89111;GKV;11;534
2024-50;Mecklenburg-Vorpommern;Region Ost;01;f;60-199;89111;GKV;27;1311
2024-50;Mecklenburg-Vorpommern;Region Ost;01;m;0-29;89112;GKV;1;49
2024-50;Mecklenburg-Vorpommern;Region Ost;01;m;0-29;89112;GKV;1;49
2024-50;Mecklenburg-Vorpommern;Region Ost;01;m;30-59;375;PKV;1;49
2024-50;Mecklenburg-Vorpommern;Region Ost;01;m;30-59;89111;GKV;1;49
2024-50;Mecklenburg-Vorpommern;Region Ost;01;m;30-59;89112;GKV;5;243
2024-50;Mecklenburg-Vorpommern;Region Ost;01;m;30-59;89112;GKV;4;194
2024-50;Mecklenburg-Vorpommern;Region Ost;01;m;30-59;89112Y;GKV;1;49
2024-50;Mecklenburg-Vorpommern;Region Ost;01;m;60-199;89111;GKV;10;486
2024-50;Mecklenburg-Vorpommern;Region Ost;01;m;60-199;89111;GKV;28;1360
2024-50;Mecklenburg-Vorpommern;Region Ost;01;m;60-199;89112;GKV;1;49
2024-50;Mecklenburg-Vorpommern;Region Ost;03;f;0-29;89112;GKV;2;114
2024-50;Mecklenburg-Vorpommern;Region Ost;03;f;30-59;89112;GKV;1;57
2024-50;Mecklenburg-Vorpommern;Region Ost;03;f;30-59;89112;GKV;2;114
2024-50;Mecklenburg-Vorpommern;Region Ost;03;f;60-199;375;PKV;1;57
2024-50;Mecklenburg-Vorpommern;Region Ost;03;f;60-199;89111;GKV;20;1145
2024-50;Mecklenburg-Vorpommern;Region Ost;03;m;30-59;89111;GKV;1;57
2024-50;Mecklenburg-Vorpommern;Region Ost;03;m;30-59;89112;GKV;2;114
2024-50;Mecklenburg-Vorpommern;Region Ost;03;m;60-199;375;PKV;1;57
2024-50;Mecklenburg-Vorpommern;Region Ost;03;m;60-199;377;PKV;1;57
2024-50;Mecklenburg-Vorpommern;Region Ost;03;m;60-199;89111;GKV;3;172
2024-50;Mecklenburg-Vorpommern;Region Ost;03;m;60-199;89111;GKV;13;744
2024-50;Niedersachsen;Region Nord;01;f;0-29;89112;GKV;2;84
2024-50;Niedersachsen;Region Nord;01;f;0-29;89112;GKV;7;295
2024-50;Niedersachsen;Region Nord;01;f;30-59;375;PKV;3;126
2024-50;Niedersachsen;Region Nord;01;f;30-59;89111;GKV;1;42
2024-50;Niedersachsen;Region Nord;01;f;30-59;89111;GKV;2;84
2024-50;Niedersachsen;Region Nord;01;f;30-59;89112;GKV;10;422
2024-50;Niedersachsen;Region Nord;01;f;30-59;89112;GKV;49;2066
2024-50;Niedersachsen;Region Nord;01;f;30-59;89112Y;GKV;1;42
2024-50;Niedersachsen;Region Nord;01;f;60-199;2;PKV;2;84
2024-50;Niedersachsen;Region Nord;01;f;60-199;2;PKV;1;42
2024-50;Niedersachsen;Region Nord;01;f;60-199;375;PKV;9;379
2024-50;Niedersachsen;Region Nord;01;f;60-199;375;PKV;2;84
2024-50;Niedersachsen;Region Nord;01;f;60-199;89111;GKV;23;970
2024-50;Niedersachsen;Region Nord;01;f;60-199;89111;GKV;196;8264
2024-50;Niedersachsen;Region Nord;01;m;0-29;89112;GKV;7;295
2024-50;Niedersachsen;Region Nord;01;m;30-59;2;PKV;1;42
2024-50;Niedersachsen;Region Nord;01;m;30-59;375;PKV;1;42
2024-50;Niedersachsen;Region Nord;01;m;30-59;89111;GKV;1;42
2024-50;Niedersachsen;Region Nord;01;m;30-59;89112;GKV;8;337
2024-50;Niedersachsen;Region Nord;01;m;30-59;89112;GKV;42;1771
2024-50;Niedersachsen;Region Nord;01;m;60-199;1;PKV;2;84
2024-50;Niedersachsen;Region Nord;01;m;60-199;2;PKV;3;126
2024-50;Niedersachsen;Region Nord;01;m;60-199;375;GKV;1;42
2024-50;Niedersachsen;Region Nord;01;m;60-199;375;PKV;16;675
2024-50;Niedersachsen;Region Nord;01;m;60-199;375;PKV;1;42
2024-50;Niedersachsen;Region Nord;01;m;60-199;377;PKV;2;84
2024-50;Niedersachsen;Region Nord;01;m;60-199;5;PKV;1;42
2024-50;Niedersachsen;Region Nord;01;m;60-199;89111;GKV;21;885
2024-50;Niedersachsen;Region Nord;01;m;60-199;89111;GKV;152;6409
2024-50;Niedersachsen;Region Nord;02;f;30-59;89112;GKV;1;23
2024-50;Niedersachsen;Region Nord;02;f;60-199;375;PKV;1;23
2024-50;Niedersachsen;Region Nord;02;f;60-199;89111;GKV;4;92
2024-50;Niedersachsen;Region Nord;02;f;60-199;89111;GKV;5;115
2024-50;Niedersachsen;Region Nord;02;m;30-59;89112;GKV;1;23
2024-50;Niedersachsen;Region Nord;02;m;30-59;89112;GKV;2;46
2024-50;Niedersachsen;Region Nord;02;m;60-199;89111;GKV;2;46
2024-50;Niedersachsen;Region Nord;02;m;60-199;89111;GKV;6;138
2024-50;Niedersachsen;Region Nord;02;u;60-199;375;PKV;1;23
2024-50;Niedersachsen;Region Nord;03;f;0-29;375;PKV;1;41
2024-50;Niedersachsen;Region Nord;03;f;0-29;89112;GKV;1;41
2024-50;Niedersachsen;Region Nord;03;f;0-29;89112;GKV;10;413
2024-50;Niedersachsen;Region Nord;03;f;30-59;2;PKV;1;41
2024-50;Niedersachsen;Region Nord;03;f;30-59;375;PKV;2;83
2024-50;Niedersachsen;Region Nord;03;f;30-59;375;PKV;1;41
2024-50;Niedersachsen;Region Nord;03;f;30-59;89112;GKV;10;413
2024-50;Niedersachsen;Region Nord;03;f;30-59;89112;GKV;44;1816
2024-50;Niedersachsen;Region Nord;03;f;60-199;1;PKV;1;41
2024-50;Niedersachsen;Region Nord;03;f;60-199;2;PKV;2;83
2024-50;Niedersachsen;Region Nord;03;f;60-199;375;PKV;10;413
2024-50;Niedersachsen;Region Nord;03;f;60-199;377;PKV;1;41
2024-50;Niedersachsen;Region Nord;03;f;60-199;89111;GKV;23;949
2024-50;Niedersachsen;Region Nord;03;f;60-199;89111;GKV;109;4498
2024-50;Niedersachsen;Region Nord;03;f;60-199;A70;PKV;1;41
2024-50;Niedersachsen;Region Nord;03;m;0-29;89112;GKV;5;206
2024-50;Niedersachsen;Region Nord;03;m;30-59;2;PKV;1;41
2024-50;Niedersachsen;Region Nord;03;m;30-59;375;PKV;2;83
2024-50;Niedersachsen;Region Nord;03;m;30-59;89111;GKV;2;83
2024-50;Niedersachsen;Region Nord;03;m;30-59;89111;GKV;1;41
2024-50;Niedersachsen;Region Nord;03;m;30-59;89112;GKV;7;289
2024-50;Niedersachsen;Region Nord;03;m;30-59;89112;GKV;39;1609
2024-50;Niedersachsen;Region Nord;03;m;60-199;375;PKV;9;371
2024-50;Niedersachsen;Region Nord;03;m;60-199;375;PKV;1;41
2024-50;Niedersachsen;Region Nord;03;m;60-199;377;PKV;1;41
2024-50;Niedersachsen;Region Nord;03;m;60-199;89111;GKV;29;1197
2024-50;Niedersachsen;Region Nord;03;m;60-199;89111;GKV;115;4745
2024-50;Niedersachsen;Region Nord;03;m;60-199;89112;GKV;1;41
2024-50;Niedersachsen;Region Nord;03;m;60-199;89112;GKV;1;41
2024-50;Nordrhein-Westfalen;Region West;01;f;0-29;2;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;f;0-29;3;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;f;0-29;375;GKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;f;0-29;375;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;f;0-29;89111;GKV;2;64
2024-50;Nordrhein-Westfalen;Region West;01;f;0-29;89112;GKV;3;96
2024-50;Nordrhein-Westfalen;Region West;01;f;0-29;89112;GKV;13;416
2024-50;Nordrhein-Westfalen;Region West;01;f;0-29;89112T;GKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;f;0-29;89112T;GKV;2;64
2024-50;Nordrhein-Westfalen;Region West;01;f;0-29;89112Y;GKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;f;30-59;1;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;f;30-59;2;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;f;30-59;3741;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;f;30-59;375;PKV;6;192
2024-50;Nordrhein-Westfalen;Region West;01;f;30-59;377;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;f;30-59;605;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;f;30-59;76;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;f;30-59;89111;GKV;3;96
2024-50;Nordrhein-Westfalen;Region West;01;f;30-59;89111;GKV;8;256
2024-50;Nordrhein-Westfalen;Region West;01;f;30-59;89112;GKV;19;608
2024-50;Nordrhein-Westfalen;Region West;01;f;30-59;89112;GKV;93;2974
2024-50;Nordrhein-Westfalen;Region West;01;f;30-59;89112;GKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;f;30-59;89112T;GKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;f;30-59;89112T;GKV;5;160
2024-50;Nordrhein-Westfalen;Region West;01;f;30-59;89112Y;GKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;f;30-59;89112Y;GKV;4;128
2024-50;Nordrhein-Westfalen;Region West;01;f;60-199;1;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;f;60-199;2;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;f;60-199;2;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;f;60-199;375;PKV;36;1151
2024-50;Nordrhein-Westfalen;Region West;01;f;60-199;375;PKV;2;64
2024-50;Nordrhein-Westfalen;Region West;01;f;60-199;375;PKV;2;64
2024-50;Nordrhein-Westfalen;Region West;01;f;60-199;377;PKV;7;224
2024-50;Nordrhein-Westfalen;Region West;01;f;60-199;377;PKV;2;64
2024-50;Nordrhein-Westfalen;Region West;01;f;60-199;645;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;f;60-199;7;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;f;60-199;70;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;f;60-199;89111;GKV;73;2334
2024-50;Nordrhein-Westfalen;Region West;01;f;60-199;89111;GKV;381;12183
2024-50;Nordrhein-Westfalen;Region West;01;f;60-199;89112;GKV;4;128
2024-50;Nordrhein-Westfalen;Region West;01;f;60-199;89112;GKV;9;288
2024-50;Nordrhein-Westfalen;Region West;01;f;60-199;89112Y;GKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;m;0-29;89112;GKV;13;416
2024-50;Nordrhein-Westfalen;Region West;01;m;30-59;03040;GKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;m;30-59;375;PKV;13;416
2024-50;Nordrhein-Westfalen;Region West;01;m;30-59;375;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;m;30-59;377;PKV;2;64
2024-50;Nordrhein-Westfalen;Region West;01;m;30-59;89111;GKV;3;96
2024-50;Nordrhein-Westfalen;Region West;01;m;30-59;89111;GKV;8;256
2024-50;Nordrhein-Westfalen;Region West;01;m;30-59;89112;GKV;25;799
2024-50;Nordrhein-Westfalen;Region West;01;m;30-59;89112;GKV;89;2846
2024-50;Nordrhein-Westfalen;Region West;01;m;30-59;89112T;GKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;m;30-59;89112Y;GKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;m;60-199;1;PKV;2;64
2024-50;Nordrhein-Westfalen;Region West;01;m;60-199;2;PKV;2;64
2024-50;Nordrhein-Westfalen;Region West;01;m;60-199;2;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;m;60-199;250;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;m;60-199;3560;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;m;60-199;3574;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;m;60-199;375;PKV;34;1087
2024-50;Nordrhein-Westfalen;Region West;01;m;60-199;375;PKV;3;96
2024-50;Nordrhein-Westfalen;Region West;01;m;60-199;377;PKV;6;192
2024-50;Nordrhein-Westfalen;Region West;01;m;60-199;377;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;m;60-199;5;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;m;60-199;7;PKV;1;32
2024-50;Nordrhein-Westfalen;Region West;01;m;60-199;89111;GKV;58;1855
2024-50;Nordrhein-Westfalen;Region West;01;m;60-199;89111;GKV;249;7962
2024-50;Nordrhein-Westfalen;Region West;01;m;60-199;89112;GKV;2;64
2024-50;Nordrhein-Westfalen;Region West;01;m;60-199;89112;GKV;5;160
2024-50;Nordrhein-Westfalen;Region West;02;f;0-29;375;PKV;1;55
2024-50;Nordrhein-Westfalen;Region West;02;f;0-29;89112;GKV;1;55
2024-50;Nordrhein-Westfalen;Region West;02;f;30-59;89111;GKV;1;55
2024-50;Nordrhein-Westfalen;Region West;02;f;30-59;89112;GKV;7;387
2024-50;Nordrhein-Westfalen;Region West;02;f;60-199;375;PKV;1;55
2024-50;Nordrhein-Westfalen;Region West;02;f;60-199;89111;GKV;13;718
2024-50;Nordrhein-Westfalen;Region West;02;m;60-199;375;PKV;2;110
