,Region,Altersgruppe,Inzidenz,Jahr,Woche,risk_groups,Fallzahl,Inzidenz_cumsum,Time,cumsum
19473,Baden-Württemberg,60-199,0.00022,2024,24,keine,200,0.25461,2024-06-10,0.00157
19510,Baden-Württemberg,60-199,0.00032,2024,25,keine,286,0.25493,2024-06-17,0.0018900000000000002
19547,Baden-Württemberg,60-199,0.00028000000000000003,2024,26,keine,257,0.25521,2024-06-24,0.00217
19585,Baden-Württemberg,60-199,0.00032,2024,27,keine,286,0.25553,2024-07-01,0.00249
19618,Baden-Württemberg,60-199,0.00019,2024,28,keine,171,0.25572,2024-07-08,0.00268
19654,Baden-Württemberg,60-199,0.00016,2024,29,keine,143,0.25588,2024-07-15,0.00284
19687,Baden-Württemberg,60-199,0.00025,2024,30,keine,228,0.25613,2024-07-22,0.0030900000000000003
19726,Baden-Württemberg,60-199,0.00028000000000000003,2024,31,keine,257,0.25641,2024-07-29,0.00337
19751,Baden-Württemberg,60-199,0.00022,2024,32,keine,200,0.25663,2024-08-05,0.0035900000000000003
19783,Baden-Württemberg,60-199,0.00016,2024,33,keine,143,0.25679,2024-08-12,0.0037500000000000003
19821,Baden-Württemberg,60-199,9e-05,2024,34,keine,85,0.25688,2024-08-19,0.00384
19853,Baden-Württemberg,60-199,0.00013,2024,35,keine,114,0.25701,2024-08-26,0.0039700000000000004
19888,Baden-Württemberg,60-199,0.00032,2024,36,keine,286,0.25733,2024-09-02,0.00429
19925,Baden-Württemberg,60-199,0.00032,2024,37,keine,286,0.25765,2024-09-09,0.00461
19957,Baden-Württemberg,60-199,0.00032,2024,38,keine,286,0.25797000000000003,2024-09-16,0.00493
19992,Baden-Württemberg,60-199,0.00028000000000000003,2024,39,keine,257,0.25825,2024-09-23,0.00521
20032,Baden-Württemberg,60-199,0.00038,2024,40,keine,343,0.25863,2024-09-30,0.00559
20069,Baden-Württemberg,60-199,0.00051,2024,41,keine,457,0.25914,2024-10-07,0.0061
20110,Baden-Württemberg,60-199,0.00047,2024,42,keine,429,0.25961,2024-10-14,0.00657
20152,Baden-Württemberg,60-199,0.00044,2024,43,keine,400,0.26005,2024-10-21,0.007010000000000001
20195,Baden-Württemberg,60-199,0.00032,2024,44,keine,286,0.26037,2024-10-28,0.007330000000000001
20234,Baden-Württemberg,60-199,0.00028000000000000003,2024,45,keine,257,0.26065,2024-11-04,0.0076100000000000004
20277,Baden-Württemberg,60-199,0.00057,2024,46,keine,514,0.26122,2024-11-11,0.00818
20320,Baden-Württemberg,60-199,0.00054,2024,47,keine,486,0.26176,2024-11-18,0.00872
20365,Baden-Württemberg,60-199,0.00098,2024,48,keine,886,0.26274000000000003,2024-11-25,0.0097
20412,Baden-Württemberg,60-199,0.00073,2024,49,keine,657,0.26347,2024-12-02,0.01043
20460,Baden-Württemberg,60-199,0.00136,2024,50,keine,1229,0.26483,2024-12-09,0.01179
20507,Baden-Württemberg,60-199,0.00228,2024,51,keine,2059,0.26711,2024-12-16,0.01407
20554,Baden-Württemberg,60-199,0.00297,2024,52,keine,2688,0.27008,2024-12-23,0.01704
20602,Baden-Württemberg,60-199,0.00744,2025,1,keine,6721,0.27752,2024-12-30,0.024480000000000002
20650,Baden-Württemberg,60-199,0.01266,2025,2,keine,11440,0.29018,2025-01-06,0.03714
20698,Baden-Württemberg,60-199,0.0143,2025,3,keine,12927,0.30448000000000003,2025-01-13,0.05144
20746,Baden-Württemberg,60-199,0.02332,2025,4,keine,21078,0.3278,2025-01-20,0.07476
20794,Baden-Württemberg,60-199,0.03332,2025,5,keine,30115,0.36112,2025-01-27,0.10808000000000001
20842,Baden-Württemberg,60-199,0.03304,2025,6,keine,29858,0.39416,2025-02-03,0.14112
20890,Baden-Württemberg,60-199,0.03187,2025,7,keine,28800,0.42603,2025-02-10,0.17299
20938,Baden-Württemberg,60-199,0.02554,2025,8,keine,23080,0.45157,2025-02-17,0.19853
20986,Baden-Württemberg,60-199,0.02437,2025,9,keine,22022,0.47594000000000003,2025-02-24,0.22290000000000001
10519,Bayern,0-29,0.01238,2024,1,Asthma,1421,0.01238,2024-01-01,0.01238
10567,Bayern,0-29,0.01903,2024,2,Asthma,2183,0.03141,2024-01-08,0.03141
10615,Bayern,0-29,0.04826,2024,3,Asthma,5538,0.07966999999999999,2024-01-15,0.07966999999999999
10663,Bayern,0-29,0.07866,2024,4,Asthma,9028,0.15833,2024-01-22,0.15833
10711,Bayern,0-29,0.08967,2024,5,Asthma,10290,0.248,2024-01-29,0.248
10759,Bayern,0-29,0.09365,2024,6,Asthma,10748,0.34165,2024-02-05,0.34165
10807,Bayern,0-29,0.06027,2024,7,Asthma,6917,0.40192,2024-02-12,0.40192
10855,Bayern,0-29,0.04018,2024,8,Asthma,4611,0.4421,2024-02-19,0.4421
10903,Bayern,0-29,0.02402,2024,9,Asthma,2757,0.46612,2024-02-26,0.46612
10951,Bayern,0-29,0.02025,2024,10,Asthma,2324,0.48636999999999997,2024-03-04,0.48636999999999997
10999,Bayern,0-29,0.017329999999999998,2024,11,Asthma,1988,0.5037,2024-03-11,0.5037
11047,Bayern,0-29,0.01403,2024,12,Asthma,1610,0.51773,2024-03-18,0.51773
11095,Bayern,0-29,0.00967,2024,13,Asthma,1110,0.5274,2024-03-25,0.5274
11143,Bayern,0-29,0.00611,2024,14,Asthma,701,0.53351,2024-04-01,0.53351
11191,Bayern,0-29,0.00282,2024,15,Asthma,323,0.53633,2024-04-08,0.53633
11236,Bayern,0-29,0.00223,2024,16,Asthma,256,0.53856,2024-04-15,0.53856
11283,Bayern,0-29,0.00478,2024,17,Asthma,549,0.54334,2024-04-22,0.54334
11329,Bayern,0-29,0.00207,2024,18,Asthma,237,0.54541,2024-04-29,0.54541
11375,Bayern,0-29,0.00218,2024,19,Asthma,250,0.54759,2024-05-06,0.00218
11422,Bayern,0-29,0.0017,2024,20,Asthma,195,0.54929,2024-05-13,0.0038799999999999998
11470,Bayern,0-29,0.0009,2024,21,Asthma,103,0.55019,2024-05-20,0.0047799999999999995
11511,Bayern,0-29,0.00032,2024,22,Asthma,36,0.5505099999999999,2024-05-27,0.0051
11552,Bayern,0-29,0.00085,2024,23,Asthma,97,0.55136,2024-06-03,0.00595
11587,Bayern,0-29,0.00027,2024,24,Asthma,30,0.55163,2024-06-10,0.00622
11624,Bayern,0-29,0.00016,2024,25,Asthma,18,0.55179,2024-06-17,0.00638
11661,Bayern,0-29,0.00037,2024,26,Asthma,42,0.55216,2024-06-24,0.00675
11699,Bayern,0-29,0.00011,2024,27,Asthma,12,0.55227,2024-07-01,0.00686
11732,Bayern,0-29,0.00011,2024,28,Asthma,12,0.55238,2024-07-08,0.00697
11768,Bayern,0-29,0.00027,2024,29,Asthma,30,0.55265,2024-07-15,0.00724
11801,Bayern,0-29,0.00011,2024,30,Asthma,12,0.55276,2024-07-22,0.00735
11897,Bayern,0-29,5e-05,2024,33,Asthma,6,0.55281,2024-08-12,0.0074
11935,Bayern,0-29,0.00016,2024,34,Asthma,18,0.55297,2024-08-19,0.00756
11967,Bayern,0-29,0.00021,2024,35,Asthma,24,0.55318,2024-08-26,0.00777
12002,Bayern,0-29,0.00016,2024,36,Asthma,18,0.5533399999999999,2024-09-02,0.00793
12039,Bayern,0-29,0.00021,2024,37,Asthma,24,0.55355,2024-09-09,0.00814
12071,Bayern,0-29,0.00027,2024,38,Asthma,30,0.55382,2024-09-16,0.00841
12106,Bayern,0-29,0.00037,2024,39,Asthma,42,0.55419,2024-09-23,0.00878
12146,Bayern,0-29,0.00037,2024,40,Asthma,42,0.5545599999999999,2024-09-30,0.00915
12183,Bayern,0-29,0.00053,2024,41,Asthma,61,0.55509,2024-10-07,0.00968
12224,Bayern,0-29,0.0008,2024,42,Asthma,91,0.55589,2024-10-14,0.01048
12266,Bayern,0-29,0.00043,2024,43,Asthma,48,0.55632,2024-10-21,0.01091
12309,Bayern,0-29,0.0005799999999999999,2024,44,Asthma,67,0.5569,2024-10-28,0.01149
12348,Bayern,0-29,0.00085,2024,45,Asthma,97,0.55775,2024-11-04,0.01234
12391,Bayern,0-29,0.0008,2024,46,Asthma,91,0.55855,2024-11-11,0.01314
12434,Bayern,0-29,0.00175,2024,47,Asthma,201,0.5603,2024-11-18,0.01489
12479,Bayern,0-29,0.0033,2024,48,Asthma,378,0.5636,2024-11-25,0.01819
12526,Bayern,0-29,0.00351,2024,49,Asthma,402,0.56711,2024-12-02,0.0217
12574,Bayern,0-29,0.00776,2024,50,Asthma,890,0.57487,2024-12-09,0.02946
12621,Bayern,0-29,0.01456,2024,51,Asthma,1671,0.58943,2024-12-16,0.044020000000000004
12668,Bayern,0-29,0.00739,2024,52,Asthma,847,0.59682,2024-12-23,0.05141
12716,Bayern,0-29,0.01143,2025,1,Asthma,1311,0.60825,2024-12-30,0.06284000000000001
12764,Bayern,0-29,0.02174,2025,2,Asthma,2494,0.6299899999999999,2025-01-06,0.08458
12812,Bayern,0-29,0.04847,2025,3,Asthma,5563,0.67846,2025-01-13,0.13305
12860,Bayern,0-29,0.10003,2025,4,Asthma,11480,0.77849,2025-01-20,0.23308
12908,Bayern,0-29,0.1535,2025,5,Asthma,17616,0.93199,2025-01-27,0.38658
12956,Bayern,0-29,0.16211000000000003,2025,6,Asthma,18605,1.0941,2025-02-03,0.54869
13004,Bayern,0-29,0.14324,2025,7,Asthma,16439,1.23734,2025-02-10,0.69193
13052,Bayern,0-29,0.12241,2025,8,Asthma,14048,1.35975,2025-02-17,0.8143400000000001
13100,Bayern,0-29,0.09541,2025,9,Asthma,10949,1.45516,2025-02-24,0.9097500000000001
13148,Bayern,0-29,0.01238,2024,1,COPD,1234,0.01238,2024-01-01,0.01238
13196,Bayern,0-29,0.01903,2024,2,COPD,1897,0.03141,2024-01-08,0.03141
13244,Bayern,0-29,0.04826,2024,3,COPD,4812,0.07966999999999999,2024-01-15,0.07966999999999999
13292,Bayern,0-29,0.07866,2024,4,COPD,7844,0.15833,2024-01-22,0.15833
13340,Bayern,0-29,0.08967,2024,5,COPD,8941,0.248,2024-01-29,0.248
13388,Bayern,0-29,0.09365,2024,6,COPD,9338,0.34165,2024-02-05,0.34165
13436,Bayern,0-29,0.06027,2024,7,COPD,6010,0.40192,2024-02-12,0.40192
13484,Bayern,0-29,0.04018,2024,8,COPD,4006,0.4421,2024-02-19,0.4421
13532,Bayern,0-29,0.02402,2024,9,COPD,2395,0.46612,2024-02-26,0.46612
13580,Bayern,0-29,0.02025,2024,10,COPD,2019,0.48636999999999997,2024-03-04,0.48636999999999997
13628,Bayern,0-29,0.017329999999999998,2024,11,COPD,1727,0.5037,2024-03-11,0.5037
13676,Bayern,0-29,0.01403,2024,12,COPD,1399,0.51773,2024-03-18,0.51773
13724,Bayern,0-29,0.00967,2024,13,COPD,964,0.5274,2024-03-25,0.5274
13772,Bayern,0-29,0.00611,2024,14,COPD,609,0.53351,2024-04-01,0.53351
13820,Bayern,0-29,0.00282,2024,15,COPD,280,0.53633,2024-04-08,0.53633
13865,Bayern,0-29,0.00223,2024,16,COPD,222,0.53856,2024-04-15,0.53856
13912,Bayern,0-29,0.00478,2024,17,COPD,477,0.54334,2024-04-22,0.54334
13958,Bayern,0-29,0.00207,2024,18,COPD,206,0.54541,2024-04-29,0.54541
14004,Bayern,0-29,0.00218,2024,19,COPD,217,0.54759,2024-05-06,0.00218
14051,Bayern,0-29,0.0017,2024,20,COPD,169,0.54929,2024-05-13,0.0038799999999999998
14099,Bayern,0-29,0.0009,2024,21,COPD,90,0.55019,2024-05-20,0.0047799999999999995
14140,Bayern,0-29,0.00032,2024,22,COPD,31,0.5505099999999999,2024-05-27,0.0051
14181,Bayern,0-29,0.00085,2024,23,COPD,84,0.55136,2024-06-03,0.00595
14216,Bayern,0-29,0.00027,2024,24,COPD,26,0.55163,2024-06-10,0.00622
14253,Bayern,0-29,0.00016,2024,25,COPD,15,0.55179,2024-06-17,0.00638
14290,Bayern,0-29,0.00037,2024,26,COPD,37,0.55216,2024-06-24,0.00675
14328,Bayern,0-29,0.00011,2024,27,COPD,10,0.55227,2024-07-01,0.00686
14361,Bayern,0-29,0.00011,2024,28,COPD,10,0.55238,2024-07-08,0.00697
14397,Bayern,0-29,0.00027,2024,29,COPD,26,0.55265,2024-07-15,0.00724
14430,Bayern,0-29,0.00011,2024,30,COPD,10,0.55276,2024-07-22,0.00735
14526,Bayern,0-29,5e-05,2024,33,COPD,5,0.55281,2024-08-12,0.0074
14564,Bayern,0-29,0.00016,2024,34,COPD,15,0.55297,2024-08-19,0.00756
14596,Bayern,0-29,0.00021,2024,35,COPD,21,0.55318,2024-08-26,0.00777
14631,Bayern,0-29,0.00016,2024,36,COPD,15,0.5533399999999999,2024-09-02,0.00793
14668,Bayern,0-29,0.00021,2024,37,COPD,21,0.55355,2024-09-09,0.00814
14700,Bayern,0-29,0.00027,2024,38,COPD,26,0.55382,2024-09-16,0.00841
14735,Bayern,0-29,0.00037,2024,39,COPD,37,0.55419,2024-09-23,0.00878
14775,Bayern,0-29,0.00037,2024,40,COPD,37,0.5545599999999999,2024-09-30,0.00915
14812,Bayern,0-29,0.00053,2024,41,COPD,53,0.55509,2024-10-07,0.00968
14853,Bayern,0-29,0.0008,2024,42,COPD,79,0.55589,2024-10-14,0.01048
14895,Bayern,0-29,0.00043,2024,43,COPD,42,0.55632,2024-10-21,0.01091
14938,Bayern,0-29,0.0005799999999999999,2024,44,COPD,58,0.5569,2024-10-28,0.01149
14977,Bayern,0-29,0.00085,2024,45,COPD,84,0.55775,2024-11-04,0.01234
15020,Bayern,0-29,0.0008,2024,46,COPD,79,0.55855,2024-11-11,0.01314
15063,Bayern,0-29,0.00175,2024,47,COPD,174,0.5603,2024-11-18,0.01489
15108,Bayern,0-29,0.0033,2024,48,COPD,328,0.5636,2024-11-25,0.01819
15155,Bayern,0-29,0.00351,2024,49,COPD,349,0.56711,2024-12-02,0.0217
15203,Bayern,0-29,0.00776,2024,50,COPD,773,0.57487,2024-12-09,0.02946
15250,Bayern,0-29,0.01456,2024,51,COPD,1452,0.58943,2024-12-16,0.044020000000000004
15297,Bayern,0-29,0.00739,2024,52,COPD,736,0.59682,2024-12-23,0.05141
15345,Bayern,0-29,0.01143,2025,1,COPD,1139,0.60825,2024-12-30,0.06284000000000001
15393,Bayern,0-29,0.02174,2025,2,COPD,2167,0.6299899999999999,2025-01-06,0.08458
15441,Bayern,0-29,0.04847,2025,3,COPD,4833,0.67846,2025-01-13,0.13305
15489,Bayern,0-29,0.10003,2025,4,COPD,9974,0.77849,2025-01-20,0.23308
15537,Bayern,0-29,0.1535,2025,5,COPD,15306,0.93199,2025-01-27,0.38658
15585,Bayern,0-29,0.16211000000000003,2025,6,COPD,16165,1.0941,2025-02-03,0.54869
15633,Bayern,0-29,0.14324,2025,7,COPD,14283,1.23734,2025-02-10,0.69193
15681,Bayern,0-29,0.12241,2025,8,COPD,12205,1.35975,2025-02-17,0.8143400000000001
15729,Bayern,0-29,0.09541,2025,9,COPD,9513,1.45516,2025-02-24,0.9097500000000001
2632,Bayern,0-29,0.01238,2024,1,Chronische Herzkreislauf,1770,0.01238,2024-01-01,0.01238
2680,Bayern,0-29,0.01903,2024,2,Chronische Herzkreislauf,2720,0.03141,2024-01-08,0.03141
2728,Bayern,0-29,0.04826,2024,3,Chronische Herzkreislauf,6900,0.07966999999999999,2024-01-15,0.07966999999999999
2776,Bayern,0-29,0.07866,2024,4,Chronische Herzkreislauf,11248,0.15833,2024-01-22,0.15833
2824,Bayern,0-29,0.08967,2024,5,Chronische Herzkreislauf,12821,0.248,2024-01-29,0.248
2872,Bayern,0-29,0.09365,2024,6,Chronische Herzkreislauf,13391,0.34165,2024-02-05,0.34165
2920,Bayern,0-29,0.06027,2024,7,Chronische Herzkreislauf,8618,0.40192,2024-02-12,0.40192
2968,Bayern,0-29,0.04018,2024,8,Chronische Herzkreislauf,5745,0.4421,2024-02-19,0.4421
3016,Bayern,0-29,0.02402,2024,9,Chronische Herzkreislauf,3435,0.46612,2024-02-26,0.46612
3064,Bayern,0-29,0.02025,2024,10,Chronische Herzkreislauf,2895,0.48636999999999997,2024-03-04,0.48636999999999997
3112,Bayern,0-29,0.017329999999999998,2024,11,Chronische Herzkreislauf,2477,0.5037,2024-03-11,0.5037
3160,Bayern,0-29,0.01403,2024,12,Chronische Herzkreislauf,2006,0.51773,2024-03-18,0.51773
3208,Bayern,0-29,0.00967,2024,13,Chronische Herzkreislauf,1383,0.5274,2024-03-25,0.5274
3256,Bayern,0-29,0.00611,2024,14,Chronische Herzkreislauf,874,0.53351,2024-04-01,0.53351
3304,Bayern,0-29,0.00282,2024,15,Chronische Herzkreislauf,402,0.53633,2024-04-08,0.53633
3349,Bayern,0-29,0.00223,2024,16,Chronische Herzkreislauf,319,0.53856,2024-04-15,0.53856
3396,Bayern,0-29,0.00478,2024,17,Chronische Herzkreislauf,684,0.54334,2024-04-22,0.54334
3442,Bayern,0-29,0.00207,2024,18,Chronische Herzkreislauf,296,0.54541,2024-04-29,0.54541
3488,Bayern,0-29,0.00218,2024,19,Chronische Herzkreislauf,311,0.54759,2024-05-06,0.00218
3535,Bayern,0-29,0.0017,2024,20,Chronische Herzkreislauf,243,0.54929,2024-05-13,0.0038799999999999998
3583,Bayern,0-29,0.0009,2024,21,Chronische Herzkreislauf,129,0.55019,2024-05-20,0.0047799999999999995
3624,Bayern,0-29,0.00032,2024,22,Chronische Herzkreislauf,45,0.5505099999999999,2024-05-27,0.0051
3665,Bayern,0-29,0.00085,2024,23,Chronische Herzkreislauf,121,0.55136,2024-06-03,0.00595
3700,Bayern,0-29,0.00027,2024,24,Chronische Herzkreislauf,38,0.55163,2024-06-10,0.00622
3737,Bayern,0-29,0.00016,2024,25,Chronische Herzkreislauf,22,0.55179,2024-06-17,0.00638
3774,Bayern,0-29,0.00037,2024,26,Chronische Herzkreislauf,53,0.55216,2024-06-24,0.00675
3812,Bayern,0-29,0.00011,2024,27,Chronische Herzkreislauf,15,0.55227,2024-07-01,0.00686
3845,Bayern,0-29,0.00011,2024,28,Chronische Herzkreislauf,15,0.55238,2024-07-08,0.00697
3881,Bayern,0-29,0.00027,2024,29,Chronische Herzkreislauf,38,0.55265,2024-07-15,0.00724
3914,Bayern,0-29,0.00011,2024,30,Chronische Herzkreislauf,15,0.55276,2024-07-22,0.00735
4010,Bayern,0-29,5e-05,2024,33,Chronische Herzkreislauf,7,0.55281,2024-08-12,0.0074
4048,Bayern,0-29,0.00016,2024,34,Chronische Herzkreislauf,22,0.55297,2024-08-19,0.00756
4080,Bayern,0-29,0.00021,2024,35,Chronische Herzkreislauf,30,0.55318,2024-08-26,0.00777
4115,Bayern,0-29,0.00016,2024,36,Chronische Herzkreislauf,22,0.5533399999999999,2024-09-02,0.00793
4152,Bayern,0-29,0.00021,2024,37,Chronische Herzkreislauf,30,0.55355,2024-09-09,0.00814
4184,Bayern,0-29,0.00027,2024,38,Chronische Herzkreislauf,38,0.55382,2024-09-16,0.00841
4219,Bayern,0-29,0.00037,2024,39,Chronische Herzkreislauf,53,0.55419,2024-09-23,0.00878
4259,Bayern,0-29,0.00037,2024,40,Chronische Herzkreislauf,53,0.5545599999999999,2024-09-30,0.00915
4296,Bayern,0-29,0.00053,2024,41,Chronische Herzkreislauf,76,0.55509,2024-10-07,0.00968
4337,Bayern,0-29,0.0008,2024,42,Chronische Herzkreislauf,114,0.55589,2024-10-14,0.01048
4379,Bayern,0-29,0.00043,2024,43,Chronische Herzkreislauf,60,0.55632,2024-10-21,0.01091
4422,Bayern,0-29,0.0005799999999999999,2024,44,Chronische Herzkreislauf,83,0.5569,2024-10-28,0.01149
4461,Bayern,0-29,0.00085,2024,45,Chronische Herzkreislauf,121,0.55775,2024-11-04,0.01234
4504,Bayern,0-29,0.0008,2024,46,Chronische Herzkreislauf,114,0.55855,2024-11-11,0.01314
4547,Bayern,0-29,0.00175,2024,47,Chronische Herzkreislauf,250,0.5603,2024-11-18,0.01489
4592,Bayern,0-29,0.0033,2024,48,Chronische Herzkreislauf,471,0.5636,2024-11-25,0.01819
4639,Bayern,0-29,0.00351,2024,49,Chronische Herzkreislauf,501,0.56711,2024-12-02,0.0217
4687,Bayern,0-29,0.00776,2024,50,Chronische Herzkreislauf,1109,0.57487,2024-12-09,0.02946
4734,Bayern,0-29,0.01456,2024,51,Chronische Herzkreislauf,2082,0.58943,2024-12-16,0.044020000000000004
4781,Bayern,0-29,0.00739,2024,52,Chronische Herzkreislauf,1056,0.59682,2024-12-23,0.05141
4829,Bayern,0-29,0.01143,2025,1,Chronische Herzkreislauf,1634,0.60825,2024-12-30,0.06284000000000001
4877,Bayern,0-29,0.02174,2025,2,Chronische Herzkreislauf,3108,0.6299899999999999,2025-01-06,0.08458
4925,Bayern,0-29,0.04847,2025,3,Chronische Herzkreislauf,6931,0.67846,2025-01-13,0.13305
4973,Bayern,0-29,0.10003,2025,4,Chronische Herzkreislauf,14303,0.77849,2025-01-20,0.23308
5021,Bayern,0-29,0.1535,2025,5,Chronische Herzkreislauf,21948,0.93199,2025-01-27,0.38658
5069,Bayern,0-29,0.16211000000000003,2025,6,Chronische Herzkreislauf,23180,1.0941,2025-02-03,0.54869
5117,Bayern,0-29,0.14324,2025,7,Chronische Herzkreislauf,20482,1.23734,2025-02-10,0.69193
5165,Bayern,0-29,0.12241,2025,8,Chronische Herzkreislauf,17502,1.35975,2025-02-17,0.8143400000000001
5213,Bayern,0-29,0.09541,2025,9,Chronische Herzkreislauf,13642,1.45516,2025-02-24,0.9097500000000001
3,Bayern,0-29,0.01238,2024,1,Chronische Leberkrankheit,1444,0.01238,2024-01-01,0.01238
51,Bayern,0-29,0.01903,2024,2,Chronische Leberkrankheit,2219,0.03141,2024-01-08,0.03141
99,Bayern,0-29,0.04826,2024,3,Chronische Leberkrankheit,5629,0.07966999999999999,2024-01-15,0.07966999999999999
147,Bayern,0-29,0.07866,2024,4,Chronische Leberkrankheit,9176,0.15833,2024-01-22,0.15833
195,Bayern,0-29,0.08967,2024,5,Chronische Leberkrankheit,10459,0.248,2024-01-29,0.248
243,Bayern,0-29,0.09365,2024,6,Chronische Leberkrankheit,10924,0.34165,2024-02-05,0.34165
291,Bayern,0-29,0.06027,2024,7,Chronische Leberkrankheit,7030,0.40192,2024-02-12,0.40192
339,Bayern,0-29,0.04018,2024,8,Chronische Leberkrankheit,4687,0.4421,2024-02-19,0.4421
387,Bayern,0-29,0.02402,2024,9,Chronische Leberkrankheit,2802,0.46612,2024-02-26,0.46612
435,Bayern,0-29,0.02025,2024,10,Chronische Leberkrankheit,2362,0.48636999999999997,2024-03-04,0.48636999999999997
483,Bayern,0-29,0.017329999999999998,2024,11,Chronische Leberkrankheit,2021,0.5037,2024-03-11,0.5037
531,Bayern,0-29,0.01403,2024,12,Chronische Leberkrankheit,1636,0.51773,2024-03-18,0.51773
579,Bayern,0-29,0.00967,2024,13,Chronische Leberkrankheit,1128,0.5274,2024-03-25,0.5274
627,Bayern,0-29,0.00611,2024,14,Chronische Leberkrankheit,713,0.53351,2024-04-01,0.53351
675,Bayern,0-29,0.00282,2024,15,Chronische Leberkrankheit,328,0.53633,2024-04-08,0.53633
720,Bayern,0-29,0.00223,2024,16,Chronische Leberkrankheit,260,0.53856,2024-04-15,0.53856
767,Bayern,0-29,0.00478,2024,17,Chronische Leberkrankheit,558,0.54334,2024-04-22,0.54334
813,Bayern,0-29,0.00207,2024,18,Chronische Leberkrankheit,241,0.54541,2024-04-29,0.54541
859,Bayern,0-29,0.00218,2024,19,Chronische Leberkrankheit,254,0.54759,2024-05-06,0.00218
906,Bayern,0-29,0.0017,2024,20,Chronische Leberkrankheit,198,0.54929,2024-05-13,0.0038799999999999998
954,Bayern,0-29,0.0009,2024,21,Chronische Leberkrankheit,105,0.55019,2024-05-20,0.0047799999999999995
995,Bayern,0-29,0.00032,2024,22,Chronische Leberkrankheit,37,0.5505099999999999,2024-05-27,0.0051
1036,Bayern,0-29,0.00085,2024,23,Chronische Leberkrankheit,99,0.55136,2024-06-03,0.00595
1071,Bayern,0-29,0.00027,2024,24,Chronische Leberkrankheit,31,0.55163,2024-06-10,0.00622
1108,Bayern,0-29,0.00016,2024,25,Chronische Leberkrankheit,18,0.55179,2024-06-17,0.00638
1145,Bayern,0-29,0.00037,2024,26,Chronische Leberkrankheit,43,0.55216,2024-06-24,0.00675
1183,Bayern,0-29,0.00011,2024,27,Chronische Leberkrankheit,12,0.55227,2024-07-01,0.00686
1216,Bayern,0-29,0.00011,2024,28,Chronische Leberkrankheit,12,0.55238,2024-07-08,0.00697
1252,Bayern,0-29,0.00027,2024,29,Chronische Leberkrankheit,31,0.55265,2024-07-15,0.00724
1285,Bayern,0-29,0.00011,2024,30,Chronische Leberkrankheit,12,0.55276,2024-07-22,0.00735
1381,Bayern,0-29,5e-05,2024,33,Chronische Leberkrankheit,6,0.55281,2024-08-12,0.0074
1419,Bayern,0-29,0.00016,2024,34,Chronische Leberkrankheit,18,0.55297,2024-08-19,0.00756
1451,Bayern,0-29,0.00021,2024,35,Chronische Leberkrankheit,24,0.55318,2024-08-26,0.00777
1486,Bayern,0-29,0.00016,2024,36,Chronische Leberkrankheit,18,0.5533399999999999,2024-09-02,0.00793
1523,Bayern,0-29,0.00021,2024,37,Chronische Leberkrankheit,24,0.55355,2024-09-09,0.00814
1555,Bayern,0-29,0.00027,2024,38,Chronische Leberkrankheit,31,0.55382,2024-09-16,0.00841
1590,Bayern,0-29,0.00037,2024,39,Chronische Leberkrankheit,43,0.55419,2024-09-23,0.00878
