,week,kvregion,region,specialization,gender,age_group,insurancecode,insurancetype,risk_groups,absolute,extrapolated
32132,2025-01,Baden-Württemberg,Region Süd,3,f,60-199,375,PKV,,1,62
32133,2025-01,Baden-Württemberg,Region Süd,3,f,60-199,89112,GKV,,1,62
32134,2025-01,Baden-Württemberg,Region Süd,3,m,0-29,89112,GKV,,1,62
32135,2025-01,Baden-Württemberg,Region Süd,3,m,30-59,89112,GKV,,1,62
32136,2025-01,Baden-Württemberg,Region Süd,3,m,60-199,89111,GKV,Chronische Herzkreislauf,1,62
32137,2025-01,Baden-Württemberg,Region Süd,3,m,60-199,89111,GKV,Chronische Leberkrankheit,1,62
32138,2025-01,Baden-Württemberg,Region Süd,3,m,60-199,89111,GKV,Hypertonie,1,62
32139,2025-01,Baden-Württemberg,Region Süd,3,m,60-199,89111,GKV,,1,62
32140,2025-01,Baden-Württemberg,Region Süd,3,m,60-199,89111,GKV,COPD,1,62
32141,2025-01,Bayern,Region Süd,1,f,0-29,89111,GKV,,1,49
32142,2025-01,Bayern,Region Süd,1,f,0-29,89112,GKV,,1,49
32143,2025-01,Bayern,Region Süd,1,f,0-29,89112Z,GKV,,3,146
32144,2025-01,Bayern,Region Süd,1,f,30-59,89111,GKV,,2,97
32145,2025-01,Bayern,Region Süd,1,f,30-59,89111,GKV,,1,49
32146,2025-01,Bayern,Region Süd,1,f,30-59,89112,GKV,Asthma,1,49
32147,2025-01,Bayern,Region Süd,1,f,30-59,89112Z,GKV,,2,97
32148,2025-01,Bayern,Region Süd,1,f,30-59,89112Z,GKV,Chronische Leberkrankheit,1,49
32149,2025-01,Bayern,Region Süd,1,f,30-59,89112Z,GKV,Hypertonie,1,49
32150,2025-01,Bayern,Region Süd,1,f,60-199,375,PKV,,1,49
32151,2025-01,Bayern,Region Süd,1,f,60-199,89111,GKV,,3,146
32152,2025-01,Bayern,Region Süd,1,f,60-199,89111,GKV,Diabetes T2,1,49
32153,2025-01,Bayern,Region Süd,1,f,60-199,89111,GKV,Hypertonie,2,97
32154,2025-01,Bayern,Region Süd,1,f,60-199,89112Z,GKV,,1,49
32155,2025-01,Bayern,Region Süd,1,m,0-29,375,GKV,,1,49
32156,2025-01,Bayern,Region Süd,1,m,30-59,375,PKV,,1,49
32157,2025-01,Bayern,Region Süd,1,m,30-59,375,PKV,Hypertonie,1,49
32158,2025-01,Bayern,Region Süd,1,m,30-59,89111,GKV,,1,49
32159,2025-01,Bayern,Region Süd,1,m,30-59,89112,GKV,COPD,1,49
32160,2025-01,Bayern,Region Süd,1,m,30-59,89112,GKV,Chronische Herzkreislauf,1,49
32161,2025-01,Bayern,Region Süd,1,m,30-59,89112,GKV,Chronische Leberkrankheit,1,49
32162,2025-01,Bayern,Region Süd,1,m,60-199,375,PKV,,1,49
32163,2025-01,Bayern,Region Süd,1,m,60-199,89111,GKV,COPD,1,49
32164,2025-01,Bayern,Region Süd,1,m,60-199,89111,GKV,Diabetes T2,2,97
32165,2025-01,Bayern,Region Süd,1,m,60-199,89111,GKV,Hypertonie,2,97
32166,2025-01,Bayern,Region Süd,1,m,60-199,89111,GKV,,1,49
32167,2025-01,Bayern,Region Süd,1,m,60-199,89111,GKV,Chronische Leberkrankheit,1,49
32168,2025-01,Bayern,Region Süd,1,m,60-199,89111,GKV,Diabetes T2,1,49
32169,2025-01,Bayern,Region Süd,1,m,60-199,89111,GKV,Hypertonie,3,146
32170,2025-01,Bayern,Region Süd,1,m,60-199,89112Z,GKV,Asthma,1,49
32171,2025-01,Bayern,Region Süd,2,f,60-199,89111,GKV,,1,79
32172,2025-01,Bayern,Region Süd,3,f,30-59,89111,GKV,Hypertonie,1,64
32173,2025-01,Bayern,Region Süd,3,f,30-59,89112,GKV,,3,191
32174,2025-01,Bayern,Region Süd,3,f,30-59,89112Z,GKV,,1,64
32175,2025-01,Bayern,Region Süd,3,f,60-199,89111,GKV,,4,255
32176,2025-01,Bayern,Region Süd,3,f,60-199,89111,GKV,COPD,1,64
32177,2025-01,Bayern,Region Süd,3,f,60-199,89111,GKV,Chronische Leberkrankheit,1,64
32178,2025-01,Bayern,Region Süd,3,f,60-199,89111,GKV,Hypertonie,1,64
32179,2025-01,Bayern,Region Süd,3,m,60-199,89111,GKV,,1,64
32180,2025-01,Berlin,Region Ost,1,f,30-59,89112,GKV,,5,253
32181,2025-01,Berlin,Region Ost,1,f,60-199,375,PKV,,1,51
32182,2025-01,Berlin,Region Ost,1,f,60-199,89111,GKV,,2,101
32183,2025-01,Berlin,Region Ost,1,f,60-199,89111,GKV,Hypertonie,1,51
32184,2025-01,Berlin,Region Ost,1,f,60-199,89112,GKV,,1,51
32185,2025-01,Berlin,Region Ost,1,m,30-59,89111,GKV,,1,51
32186,2025-01,Berlin,Region Ost,1,m,30-59,89112,GKV,,1,51
32187,2025-01,Berlin,Region Ost,1,m,30-59,89112,GKV,,4,202
32188,2025-01,Berlin,Region Ost,1,m,60-199,89111,GKV,,1,51
32189,2025-01,Berlin,Region Ost,1,m,60-199,89111,GKV,Diabetes T2,1,51
32190,2025-01,Berlin,Region Ost,1,m,60-199,89111,GKV,Hypertonie,1,51
32191,2025-01,Berlin,Region Ost,3,f,30-59,89111,GKV,,1,50
32192,2025-01,Berlin,Region Ost,3,f,60-199,5,PKV,Hypertonie,1,50
32193,2025-01,Berlin,Region Ost,3,f,60-199,89111,GKV,,2,101
32194,2025-01,Berlin,Region Ost,3,f,60-199,89111,GKV,COPD,1,50
32195,2025-01,Berlin,Region Ost,3,f,60-199,89111,GKV,Hypertonie,1,50
32196,2025-01,Berlin,Region Ost,3,m,30-59,375,PKV,,1,50
32197,2025-01,Berlin,Region Ost,3,m,30-59,89112,GKV,,2,101
32198,2025-01,Berlin,Region Ost,3,m,60-199,89111,GKV,Hypertonie,1,50
32199,2025-01,Berlin,Region Ost,3,m,60-199,89111,GKV,,1,50
32200,2025-01,Berlin,Region Ost,3,m,60-199,89111,GKV,Asthma,1,50
32201,2025-01,Brandenburg,Region Ost,1,f,0-29,89112,GKV,Hypertonie,1,5
32202,2025-01,Brandenburg,Region Ost,1,f,60-199,375,PKV,,1,5
32203,2025-01,Brandenburg,Region Ost,1,f,60-199,89111,GKV,,1,5
32204,2025-01,Brandenburg,Region Ost,1,f,60-199,89111,GKV,Asthma,1,5
32205,2025-01,Brandenburg,Region Ost,1,m,60-199,89111,GKV,,1,5
32206,2025-01,Brandenburg,Region Ost,3,f,60-199,89111,GKV,,3,297
32207,2025-01,Brandenburg,Region Ost,3,f,60-199,89111,GKV,Asthma,2,198
32208,2025-01,Brandenburg,Region Ost,3,f,60-199,89111,GKV,Hypertonie,2,198
32209,2025-01,Bremen,Region Nord,1,m,60-199,89112,GKV,Hypertonie,1,35
32210,2025-01,Bremen,Region Nord,3,f,30-59,89112,GKV,,1,30
32211,2025-01,Bremen,Region Nord,3,m,30-59,89112,GKV,,1,30
32212,2025-01,Bremen,Region Nord,3,m,60-199,375,PKV,,1,30
32213,2025-01,Bremen,Region Nord,3,m,60-199,89111,GKV,,1,30
32215,2025-01,Bremen,Region Nord,3,m,60-199,89112,GKV,Hypertonie,1,30
32216,2025-01,Hamburg,Region Nord,1,f,30-59,89112,GKV,Diabetes T2,1,32
32217,2025-01,Hamburg,Region Nord,1,f,30-59,89112,GKV,,1,32
32218,2025-01,Hamburg,Region Nord,1,f,60-199,89111,GKV,,1,32
32219,2025-01,Hamburg,Region Nord,1,f,60-199,89111,GKV,Diabetes T2,1,32
32221,2025-01,Hamburg,Region Nord,1,m,30-59,89112,GKV,,1,32
32222,2025-01,Hamburg,Region Nord,1,m,60-199,89111,GKV,,1,32
32223,2025-01,Hamburg,Region Nord,3,m,60-199,89111,GKV,Hypertonie,1,57
32224,2025-01,Hessen,Region West,1,f,0-29,89112,GKV,,2,82
32225,2025-01,Hessen,Region West,1,f,30-59,89112,GKV,,1,41
32226,2025-01,Hessen,Region West,1,f,60-199,2,PKV,,1,41
32227,2025-01,Hessen,Region West,1,f,60-199,375,PKV,,2,82
32228,2025-01,Hessen,Region West,1,f,60-199,89111,GKV,,12,493
32229,2025-01,Hessen,Region West,1,f,60-199,89111,GKV,COPD,1,41
32230,2025-01,Hessen,Region West,1,f,60-199,89111,GKV,Diabetes T2,1,41
32231,2025-01,Hessen,Region West,1,m,30-59,89112,GKV,,2,82
32232,2025-01,Hessen,Region West,1,m,30-59,89112,GKV,Asthma,1,41
32233,2025-01,Hessen,Region West,1,m,60-199,375,PKV,,1,41
32234,2025-01,Hessen,Region West,1,m,60-199,89111,GKV,,13,534
32235,2025-01,Hessen,Region West,1,m,60-199,89111,GKV,Chronische Herzkreislauf,1,41
32236,2025-01,Hessen,Region West,1,m,60-199,89111,GKV,Diabetes T2,1,41
32237,2025-01,Hessen,Region West,1,m,60-199,89111,GKV,Hypertonie,1,41
32238,2025-01,Hessen,Region West,2,m,30-59,89112,GKV,,2,0
32239,2025-01,Hessen,Region West,2,m,60-199,89111,GKV,,5,0
32240,2025-01,Hessen,Region West,2,m,60-199,89111,GKV,Diabetes T2,1,0
32241,2025-01,Hessen,Region West,3,f,30-59,89112,GKV,,2,102
32242,2025-01,Hessen,Region West,3,f,60-199,2,PKV,,1,51
32243,2025-01,Hessen,Region West,3,f,60-199,89111,GKV,,1,51
32244,2025-01,Hessen,Region West,3,f,60-199,89111,GKV,,3,152
32245,2025-01,Hessen,Region West,3,f,60-199,89111,GKV,COPD,2,102
32246,2025-01,Hessen,Region West,3,f,60-199,89111,GKV,Diabetes T2,1,51
32247,2025-01,Hessen,Region West,3,m,30-59,89112,GKV,Asthma,1,51
32248,2025-01,Hessen,Region West,3,m,60-199,375,PKV,,1,51
32249,2025-01,Hessen,Region West,3,m,60-199,5,PKV,,1,51
32250,2025-01,Hessen,Region West,3,m,60-199,89111,GKV,,2,102
32251,2025-01,Hessen,Region West,3,m,60-199,89111,GKV,Chronische Herzkreislauf,1,51
32252,2025-01,Hessen,Region West,3,m,60-199,89111,GKV,Diabetes T2,1,51
32253,2025-01,Hessen,Region West,3,m,60-199,89111,GKV,Hypertonie,2,102
32254,2025-01,Mecklenburg-Vorpommern,Region Ost,1,f,0-29,89112,GKV,,1,49
32255,2025-01,Mecklenburg-Vorpommern,Region Ost,1,f,30-59,89112,GKV,,1,49
32256,2025-01,Mecklenburg-Vorpommern,Region Ost,1,f,30-59,89112,GKV,,2,97
32257,2025-01,Mecklenburg-Vorpommern,Region Ost,1,f,60-199,89111,GKV,Hypertonie,1,49
32258,2025-01,Mecklenburg-Vorpommern,Region Ost,1,f,60-199,89111,GKV,Asthma,1,49
32259,2025-01,Mecklenburg-Vorpommern,Region Ost,1,f,60-199,89112,GKV,,1,49
32260,2025-01,Mecklenburg-Vorpommern,Region Ost,1,m,30-59,89111,GKV,,1,49
32261,2025-01,Mecklenburg-Vorpommern,Region Ost,1,m,30-59,89112,GKV,,4,194
32262,2025-01,Mecklenburg-Vorpommern,Region Ost,1,m,30-59,89112,GKV,Diabetes T2,1,49
32263,2025-01,Mecklenburg-Vorpommern,Region Ost,1,m,30-59,89112,GKV,,1,49
32264,2025-01,Mecklenburg-Vorpommern,Region Ost,1,m,60-199,89111,GKV,,3,146
32265,2025-01,Mecklenburg-Vorpommern,Region Ost,1,m,60-199,89111,GKV,,2,97
32266,2025-01,Mecklenburg-Vorpommern,Region Ost,3,f,30-59,89112,GKV,,1,57
32267,2025-01,Mecklenburg-Vorpommern,Region Ost,3,f,60-199,89111,GKV,Chronische Herzkreislauf,1,57
32268,2025-01,Mecklenburg-Vorpommern,Region Ost,3,f,60-199,89111,GKV,Diabetes T2,1,57
32269,2025-01,Mecklenburg-Vorpommern,Region Ost,3,f,60-199,89111,GKV,Hypertonie,1,57
32271,2025-01,Niedersachsen,Region Nord,1,f,30-59,375,PKV,,1,42
32272,2025-01,Niedersachsen,Region Nord,1,f,30-59,89112,GKV,,1,42
32273,2025-01,Niedersachsen,Region Nord,1,f,30-59,89112,GKV,,3,126
32274,2025-01,Niedersachsen,Region Nord,1,f,30-59,89112,GKV,Asthma,1,42
32275,2025-01,Niedersachsen,Region Nord,1,f,60-199,89111,GKV,,9,379
32276,2025-01,Niedersachsen,Region Nord,1,f,60-199,89111,GKV,COPD,2,84
32277,2025-01,Niedersachsen,Region Nord,1,f,60-199,89111,GKV,Chronische Leberkrankheit,2,84
32278,2025-01,Niedersachsen,Region Nord,1,f,60-199,89111,GKV,Diabetes T2,1,42
32279,2025-01,Niedersachsen,Region Nord,1,f,60-199,89111,GKV,Hypertonie,3,126
32280,2025-01,Niedersachsen,Region Nord,1,f,60-199,89112,GKV,Asthma,1,42
32281,2025-01,Niedersachsen,Region Nord,1,f,60-199,89112,GKV,Hypertonie,1,42
32282,2025-01,Niedersachsen,Region Nord,1,m,0-29,1,PKV,,1,42
32283,2025-01,Niedersachsen,Region Nord,1,m,30-59,89112,GKV,,1,42
32284,2025-01,Niedersachsen,Region Nord,1,m,30-59,89112,GKV,,2,84
32285,2025-01,Niedersachsen,Region Nord,1,m,30-59,89112,GKV,Diabetes T2,1,42
32286,2025-01,Niedersachsen,Region Nord,1,m,30-59,89112,GKV,Hypertonie,2,84
32287,2025-01,Niedersachsen,Region Nord,1,m,30-59,89112Y,GKV,,1,42
32288,2025-01,Niedersachsen,Region Nord,1,m,60-199,89111,GKV,Hypertonie,1,42
32289,2025-01,Niedersachsen,Region Nord,1,m,60-199,89111,GKV,,3,126
32290,2025-01,Niedersachsen,Region Nord,1,m,60-199,89111,GKV,Asthma,1,42
32291,2025-01,Niedersachsen,Region Nord,1,m,60-199,89111,GKV,Chronische Leberkrankheit,1,42
32292,2025-01,Niedersachsen,Region Nord,1,m,60-199,89111,GKV,Diabetes T2,1,42
32294,2025-01,Niedersachsen,Region Nord,1,m,60-199,89112,GKV,,1,42
32295,2025-01,Niedersachsen,Region Nord,1,m,60-199,89112,GKV,Chronische Herzkreislauf,1,42
32296,2025-01,Niedersachsen,Region Nord,1,m,60-199,89112,GKV,Hypertonie,1,42
32297,2025-01,Niedersachsen,Region Nord,2,f,60-199,89112Y,GKV,Diabetes T2,1,23
32298,2025-01,Niedersachsen,Region Nord,2,f,60-199,89112Y,GKV,Hypertonie,1,23
32299,2025-01,Niedersachsen,Region Nord,2,m,60-199,89111,GKV,Hypertonie,1,23
32300,2025-01,Niedersachsen,Region Nord,3,f,30-59,89112,GKV,,1,42
32301,2025-01,Niedersachsen,Region Nord,3,f,60-199,89111,GKV,,1,42
32302,2025-01,Niedersachsen,Region Nord,3,f,60-199,89111,GKV,,2,84
32303,2025-01,Niedersachsen,Region Nord,3,f,60-199,89111,GKV,Asthma,1,42
32304,2025-01,Niedersachsen,Region Nord,3,f,60-199,89111,GKV,Chronische Herzkreislauf,1,42
32305,2025-01,Niedersachsen,Region Nord,3,f,60-199,89111,GKV,Chronische Leberkrankheit,1,42
32306,2025-01,Niedersachsen,Region Nord,3,f,60-199,89111,GKV,Diabetes T2,2,84
32307,2025-01,Niedersachsen,Region Nord,3,f,60-199,89111,GKV,Hypertonie,3,126
32308,2025-01,Niedersachsen,Region Nord,3,m,30-59,89112,GKV,,1,42
32309,2025-01,Niedersachsen,Region Nord,3,m,30-59,89112,GKV,Diabetes T2,1,42
32310,2025-01,Niedersachsen,Region Nord,3,m,30-59,89112,GKV,Hypertonie,1,42
32311,2025-01,Niedersachsen,Region Nord,3,m,60-199,89111,GKV,,1,42
32312,2025-01,Niedersachsen,Region Nord,3,m,60-199,89111,GKV,,3,126
32313,2025-01,Niedersachsen,Region Nord,3,m,60-199,89111,GKV,COPD,1,42
32314,2025-01,Niedersachsen,Region Nord,3,m,60-199,89111,GKV,Hypertonie,1,42
32315,2025-01,Niedersachsen,Region Nord,3,m,60-199,89112,GKV,,1,42
32316,2025-01,Nordrhein-Westfalen,Region West,1,f,0-29,89111,GKV,,1,32
32317,2025-01,Nordrhein-Westfalen,Region West,1,f,0-29,89112,GKV,,3,95
32318,2025-01,Nordrhein-Westfalen,Region West,1,f,0-29,89112T,GKV,,2,64
32319,2025-01,Nordrhein-Westfalen,Region West,1,f,30-59,03003,GKV,,2,64
32320,2025-01,Nordrhein-Westfalen,Region West,1,f,30-59,89111,GKV,,3,95
32322,2025-01,Nordrhein-Westfalen,Region West,1,f,30-59,89112,GKV,,5,159
32323,2025-01,Nordrhein-Westfalen,Region West,1,f,30-59,89112,GKV,,12,382
32324,2025-01,Nordrhein-Westfalen,Region West,1,f,30-59,89112,GKV,Hypertonie,1,32
32325,2025-01,Nordrhein-Westfalen,Region West,1,f,60-199,2,PKV,,2,64
32326,2025-01,Nordrhein-Westfalen,Region West,1,f,60-199,375,PKV,,1,32
32327,2025-01,Nordrhein-Westfalen,Region West,1,f,60-199,89111,GKV,,5,159
32328,2025-01,Nordrhein-Westfalen,Region West,1,f,60-199,89111,GKV,Diabetes T2,1,32
32329,2025-01,Nordrhein-Westfalen,Region West,1,f,60-199,89111,GKV,Hypertonie,2,64
32330,2025-01,Nordrhein-Westfalen,Region West,1,f,60-199,89111,GKV,,18,573
32331,2025-01,Nordrhein-Westfalen,Region West,1,f,60-199,89111,GKV,COPD,1,32
32332,2025-01,Nordrhein-Westfalen,Region West,1,f,60-199,89111,GKV,Hypertonie,3,95
32333,2025-01,Nordrhein-Westfalen,Region West,1,f,60-199,89112,GKV,,1,32
32334,2025-01,Nordrhein-Westfalen,Region West,1,f,60-199,89112,GKV,Hypertonie,1,32
32335,2025-01,Nordrhein-Westfalen,Region West,1,m,0-29,89111,GKV,,1,32
32336,2025-01,Nordrhein-Westfalen,Region West,1,m,0-29,89112,GKV,,2,64
32337,2025-01,Nordrhein-Westfalen,Region West,1,m,0-29,89112,GKV,Asthma,1,32
32338,2025-01,Nordrhein-Westfalen,Region West,1,m,0-29,89112T,GKV,,1,32
32339,2025-01,Nordrhein-Westfalen,Region West,1,m,30-59,1,PKV,,1,32
32340,2025-01,Nordrhein-Westfalen,Region West,1,m,30-59,2,PKV,,1,32
32341,2025-01,Nordrhein-Westfalen,Region West,1,m,30-59,375,PKV,,1,32
32342,2025-01,Nordrhein-Westfalen,Region West,1,m,30-59,89112,GKV,,4,127
32343,2025-01,Nordrhein-Westfalen,Region West,1,m,30-59,89112,GKV,Asthma,1,32
32344,2025-01,Nordrhein-Westfalen,Region West,1,m,30-59,89112,GKV,Chronische Herzkreislauf,1,32
32345,2025-01,Nordrhein-Westfalen,Region West,1,m,30-59,89112,GKV,Hypertonie,1,32
32346,2025-01,Nordrhein-Westfalen,Region West,1,m,30-59,89112,GKV,,6,191
32348,2025-01,Nordrhein-Westfalen,Region West,1,m,60-199,375,PKV,,3,95
32349,2025-01,Nordrhein-Westfalen,Region West,1,m,60-199,375,PKV,Hypertonie,2,64
32350,2025-01,Nordrhein-Westfalen,Region West,1,m,60-199,375,PKV,,1,32
32352,2025-01,Nordrhein-Westfalen,Region West,1,m,60-199,377,PKV,,1,32
32353,2025-01,Nordrhein-Westfalen,Region West,1,m,60-199,89111,GKV,,3,95
32354,2025-01,Nordrhein-Westfalen,Region West,1,m,60-199,89111,GKV,Chronische Herzkreislauf,1,32
32355,2025-01,Nordrhein-Westfalen,Region West,1,m,60-199,89111,GKV,Chronische Leberkrankheit,1,32
32356,2025-01,Nordrhein-Westfalen,Region West,1,m,60-199,89111,GKV,Diabetes T1,1,32
32357,2025-01,Nordrhein-Westfalen,Region West,1,m,60-199,89111,GKV,Diabetes T2,1,32
32358,2025-01,Nordrhein-Westfalen,Region West,1,m,60-199,89111,GKV,Hypertonie,3,95
32359,2025-01,Nordrhein-Westfalen,Region West,1,m,60-199,89111,GKV,,12,382
32360,2025-01,Nordrhein-Westfalen,Region West,1,m,60-199,89111,GKV,Chronische Herzkreislauf,2,64
32363,2025-01,Nordrhein-Westfalen,Region West,1,m,60-199,89111,GKV,Diabetes T2,2,64
32364,2025-01,Nordrhein-Westfalen,Region West,1,m,60-199,89111,GKV,Hypertonie,6,191
32365,2025-01,Nordrhein-Westfalen,Region West,1,m,60-199,89112,GKV,,1,32
32366,2025-01,Nordrhein-Westfalen,Region West,2,f,60-199,375,PKV,,1,60
32367,2025-01,Nordrhein-Westfalen,Region West,2,f,60-199,375,PKV,Hypertonie,1,60
32368,2025-01,Nordrhein-Westfalen,Region West,3,f,0-29,2,PKV,,1,38
32369,2025-01,Nordrhein-Westfalen,Region West,3,f,0-29,89112,GKV,,3,115
32370,2025-01,Nordrhein-Westfalen,Region West,3,f,30-59,03003,GKV,,1,38
32371,2025-01,Nordrhein-Westfalen,Region West,3,f,30-59,375,PKV,,2,77
32372,2025-01,Nordrhein-Westfalen,Region West,3,f,30-59,89112,GKV,,3,115
32373,2025-01,Nordrhein-Westfalen,Region West,3,f,30-59,89112,GKV,,7,269
32374,2025-01,Nordrhein-Westfalen,Region West,3,f,30-59,89112,GKV,Diabetes T1,1,38
32375,2025-01,Nordrhein-Westfalen,Region West,3,f,30-59,89112,GKV,Hypertonie,1,38
32376,2025-01,Nordrhein-Westfalen,Region West,3,f,30-59,89112T,GKV,,1,38
32377,2025-01,Nordrhein-Westfalen,Region West,3,f,60-199,1,PKV,,1,38
32378,2025-01,Nordrhein-Westfalen,Region West,3,f,60-199,375,PKV,,3,115
32379,2025-01,Nordrhein-Westfalen,Region West,3,f,60-199,375,PKV,,1,38
32380,2025-01,Nordrhein-Westfalen,Region West,3,f,60-199,377,PKV,,1,38
32381,2025-01,Nordrhein-Westfalen,Region West,3,f,60-199,89111,GKV,,1,38
32382,2025-01,Nordrhein-Westfalen,Region West,3,f,60-199,89111,GKV,Asthma,1,38
32383,2025-01,Nordrhein-Westfalen,Region West,3,f,60-199,89111,GKV,COPD,1,38
32384,2025-01,Nordrhein-Westfalen,Region West,3,f,60-199,89111,GKV,Hypertonie,1,38
32385,2025-01,Nordrhein-Westfalen,Region West,3,f,60-199,89111,GKV,,10,385
32388,2025-01,Nordrhein-Westfalen,Region West,3,f,60-199,89111,GKV,Chronische Herzkreislauf,1,38
32389,2025-01,Nordrhein-Westfalen,Region West,3,f,60-199,89111,GKV,Chronische Leberkrankheit,1,38
32390,2025-01,Nordrhein-Westfalen,Region West,3,f,60-199,89111,GKV,Diabetes T2,2,77
32391,2025-01,Nordrhein-Westfalen,Region West,3,f,60-199,89111,GKV,Hypertonie,4,154
32392,2025-01,Nordrhein-Westfalen,Region West,3,f,60-199,89112,GKV,,2,77
32393,2025-01,Nordrhein-Westfalen,Region West,3,f,60-199,89112,GKV,,1,38
32394,2025-01,Nordrhein-Westfalen,Region West,3,m,30-59,375,PKV,,1,38
32395,2025-01,Nordrhein-Westfalen,Region West,3,m,30-59,89112,GKV,,1,38
32396,2025-01,Nordrhein-Westfalen,Region West,3,m,30-59,89112,GKV,,6,231
32397,2025-01,Nordrhein-Westfalen,Region West,3,m,60-199,1,PKV,,1,38
32398,2025-01,Nordrhein-Westfalen,Region West,3,m,60-199,375,PKV,,1,38
32399,2025-01,Nordrhein-Westfalen,Region West,3,m,60-199,375,PKV,Chronische Herzkreislauf,1,38
32400,2025-01,Nordrhein-Westfalen,Region West,3,m,60-199,375,PKV,Diabetes T2,1,38
32401,2025-01,Nordrhein-Westfalen,Region West,3,m,60-199,375,PKV,Hypertonie,1,38
32402,2025-01,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,,5,192
32403,2025-01,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,Chronische Leberkrankheit,1,38
32404,2025-01,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,Diabetes T2,1,38
32405,2025-01,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,Hypertonie,1,38
32406,2025-01,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,,9,346
32407,2025-01,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,Chronische Herzkreislauf,2,77
32408,2025-01,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,Chronische Leberkrankheit,2,77
32409,2025-01,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,Diabetes T2,2,77
32410,2025-01,Nordrhein-Westfalen,Region West,3,m,60-199,89111,GKV,Hypertonie,2,77
32411,2025-01,Rheinland-Pfalz,Region West,1,f,30-59,89112,GKV,,1,53
32412,2025-01,Rheinland-Pfalz,Region West,1,f,60-199,89111,GKV,Asthma,1,53
32413,2025-01,Rheinland-Pfalz,Region West,1,f,60-199,89111,GKV,COPD,1,53
32414,2025-01,Rheinland-Pfalz,Region West,1,f,60-199,89111,GKV,Chronische Herzkreislauf,1,53
32415,2025-01,Rheinland-Pfalz,Region West,1,f,60-199,89111,GKV,Diabetes T2,1,53
32416,2025-01,Rheinland-Pfalz,Region West,1,f,60-199,89111,GKV,Hypertonie,3,159
32417,2025-01,Rheinland-Pfalz,Region West,1,f,60-199,89111,GKV,,2,106
32418,2025-01,Rheinland-Pfalz,Region West,1,m,30-59,89111,GKV,Hypertonie,1,53
32419,2025-01,Rheinland-Pfalz,Region West,1,m,60-199,89111,GKV,Hypertonie,1,53
32420,2025-01,Rheinland-Pfalz,Region West,3,f,60-199,375,PKV,,1,104
32421,2025-01,Rheinland-Pfalz,Region West,3,m,60-199,89111,GKV,,1,104
32422,2025-01,Rheinland-Pfalz,Region West,3,m,60-199,89111,GKV,Hypertonie,1,104
32423,2025-01,Saarland,Region West,1,f,0-29,89112,GKV,,1,24
32424,2025-01,Saarland,Region West,1,f,30-59,89112,GKV,,1,24
32425,2025-01,Saarland,Region West,1,f,30-59,89112,GKV,COPD,1,24
32426,2025-01,Saarland,Region West,1,f,30-59,89112,GKV,Hypertonie,1,24
32427,2025-01,Saarland,Region West,1,f,60-199,89111,GKV,,1,24
32428,2025-01,Saarland,Region West,1,m,0-29,375,PKV,,1,24
32429,2025-01,Saarland,Region West,1,m,30-59,89112,GKV,Diabetes T2,1,24
32430,2025-01,Saarland,Region West,1,m,30-59,89112,GKV,Hypertonie,1,24
32431,2025-01,Saarland,Region West,1,m,60-199,89111,GKV,Chronische Herzkreislauf,1,24
32432,2025-01,Saarland,Region West,1,m,60-199,89111,GKV,Chronische Leberkrankheit,1,24
32433,2025-01,Saarland,Region West,1,m,60-199,89111,GKV,Diabetes T2,1,24
32434,2025-01,Saarland,Region West,1,m,60-199,89111,GKV,Hypertonie,1,24
32435,2025-01,Saarland,Region West,3,f,60-199,89111,GKV,,3,99
32436,2025-01,Saarland,Region West,3,m,60-199,375,PKV,,1,33
32437,2025-01,Sachsen,Region Ost,1,f,0-29,89112,GKV,,1,112
32438,2025-01,Sachsen,Region Ost,1,f,30-59,89112,GKV,,1,112
32439,2025-01,Sachsen,Region Ost,1,f,60-199,89111,GKV,Diabetes T2,2,223
32440,2025-01,Sachsen,Region Ost,1,f,60-199,89111,GKV,Hypertonie,2,223
32441,2025-01,Sachsen,Region Ost,3,m,60-199,89111,GKV,Diabetes T2,1,65
32442,2025-01,Sachsen,Region Ost,3,m,60-199,89111,GKV,Hypertonie,2,131
32443,2025-01,Sachsen-Anhalt,Region Ost,1,f,30-59,89112,GKV,,3,142
32444,2025-01,Sachsen-Anhalt,Region Ost,1,f,30-59,89112,GKV,Hypertonie,2,95
32445,2025-01,Sachsen-Anhalt,Region Ost,1,f,60-199,89111,GKV,,1,47
32446,2025-01,Sachsen-Anhalt,Region Ost,1,m,30-59,89112,GKV,,1,47
32447,2025-01,Sachsen-Anhalt,Region Ost,1,m,60-199,89111,GKV,,3,142
32448,2025-01,Sachsen-Anhalt,Region Ost,2,f,30-59,89112,GKV,,1,103
32449,2025-01,Sachsen-Anhalt,Region Ost,2,m,60-199,89111,GKV,,1,103
32450,2025-01,Sachsen-Anhalt,Region Ost,3,f,30-59,89112,GKV,,2,100
